District,District ID,نوع ملک,پارکینگ,آسانسور,metrazh,room,house_age,price2
بازار,938,آپارتمان,ندارد,دارد,56,1,18,1620000000.0
بازار,938,خانه و کلنگی,دارد,ندارد,257,3,21,11500000000.0
بازار,938,خانه و کلنگی,ندارد,ندارد,210,6,31,8400000000.0
بازار,938,آپارتمان,دارد,دارد,78,2,5,2600000000.0
بازار,938,آپارتمان,دارد,دارد,85,2,1,2300000000.0
بازار,938,آپارتمان,ندارد,ندارد,72,2,16,1260000000.0
بازار,938,آپارتمان,دارد,دارد,41,1,7,1250000000.0
بازار,938,خانه و کلنگی,دارد,ندارد,143,2,26,7293000000.0
بازار,938,خانه و کلنگی,ندارد,ندارد,475,6,30,33250000000.0
بازار,938,آپارتمان,ندارد,دارد,63,2,8,1410000000.0
بازار,938,آپارتمان,ندارد,ندارد,57,2,16,1650000000.0
بازار,938,آپارتمان,دارد,دارد,57,1,9,1850000000.0
بازار,938,آپارتمان,دارد,دارد,100,2,0,1300000000.0
بازار,938,آپارتمان,ندارد,ندارد,43,1,16,950000000.0
بازار,938,خانه و کلنگی,ندارد,ندارد,57,3,31,3420000000.0
بازار,938,آپارتمان,ندارد,دارد,63,2,6,1700000000.0
بازار,938,خانه و کلنگی,ندارد,ندارد,61,1,28,5200000000.0
بازار,938,آپارتمان,ندارد,ندارد,39,1,16,1250000000.0
بازار,938,آپارتمان,ندارد,دارد,63,2,8,1430000000.0
بازار,938,خانه و کلنگی,ندارد,ندارد,72,3,27,2480000000.0
باغ صبا,3585,آپارتمان,دارد,دارد,48,1,8,2300000000.0
باغ صبا,3585,خانه و کلنگی,دارد,دارد,523,6,31,47000000000.0
باغ صبا,3585,آپارتمان,ندارد,ندارد,50,1,25,1900000000.0
باغ صبا,3585,آپارتمان,دارد,دارد,70,2,0,4900000000.0
باغ صبا,3585,آپارتمان,ندارد,ندارد,35,1,13,2200000000.0
باغ صبا,3585,آپارتمان,ندارد,دارد,44,1,5,2800000000.0
باغ صبا,3585,آپارتمان,دارد,دارد,107,2,21,6000000000.0
باغ صبا,3585,آپارتمان,ندارد,ندارد,60,1,26,1800000000.0
باغ صبا,3585,آپارتمان,دارد,دارد,95,2,0,6650000000.0
باغ صبا,3585,آپارتمان,دارد,دارد,118,2,0,10400000000.0
باغ صبا,3585,آپارتمان,دارد,دارد,100,2,0,7500000000.0
باغ صبا,3585,آپارتمان,دارد,دارد,127,3,0,8500000000.0
باغ صبا,3585,آپارتمان,دارد,دارد,74,2,4,3920000000.0
باغ فیض,4667,آپارتمان,دارد,دارد,167,3,18,8800000000.0
باغ فیض,4667,آپارتمان,دارد,دارد,88,2,5,5800000000.0
باغ فیض,4667,آپارتمان,دارد,دارد,90,2,6,5750000000.0
باغ فیض,4667,آپارتمان,دارد,دارد,95,2,0,6300000000.0
باغ فیض,4667,آپارتمان,دارد,دارد,97,2,0,6000000000.0
باغ فیض,4667,آپارتمان,دارد,دارد,101,2,17,6580000000.0
باغ فیض,4667,آپارتمان,دارد,دارد,83,2,14,5000000000.0
باغ فیض,4667,آپارتمان,ندارد,ندارد,73,2,19,2750000000.0
باغ فیض,4667,آپارتمان,دارد,دارد,70,2,0,6150000000.0
باغ فیض,4667,آپارتمان,دارد,دارد,55,1,19,3980000000.0
باغ فیض,4667,آپارتمان,دارد,دارد,78,1,0,4600000000.0
باغ فیض,4667,آپارتمان,دارد,دارد,54,1,17,3950000000.0
باغ فیض,4667,آپارتمان,دارد,دارد,146,3,3,10600000000.0
باغ فیض,4667,آپارتمان,دارد,دارد,73,2,17,4950000000.0
باغ فیض,4667,آپارتمان,دارد,دارد,80,1,5,6000000000.0
باغ فیض,4667,آپارتمان,دارد,دارد,71,1,0,3750000000.0
باغ فیض,4667,آپارتمان,دارد,دارد,50,1,14,3400000000.0
باغ فیض,4667,آپارتمان,دارد,دارد,88,2,2,6000000000.0
باغ فیض,4667,آپارتمان,دارد,دارد,67,1,0,4000000000.0
باغ فیض,4667,آپارتمان,دارد,دارد,67,1,0,4400000000.0
باغ فیض,4667,آپارتمان,دارد,دارد,100,2,0,7000000000.0
باغ فیض,4667,آپارتمان,دارد,دارد,92,2,18,5850000000.0
باغ فیض,4667,آپارتمان,دارد,ندارد,75,2,17,5050000000.0
باغ فیض,4667,آپارتمان,دارد,ندارد,73,2,19,5150000000.0
باغ فیض,4667,آپارتمان,دارد,دارد,54,1,18,4000000000.0
باغ فیض,4667,آپارتمان,دارد,دارد,80,2,21,5100000000.0
باغ فیض,4667,آپارتمان,دارد,دارد,54,2,18,3900000000.0
باغ فیض,4667,آپارتمان,دارد,دارد,100,2,0,7000000000.0
باغ فیض,4667,آپارتمان,دارد,دارد,54,1,12,4500000000.0
باغ فیض,4667,آپارتمان,دارد,دارد,90,2,0,6600000000.0
باغ فیض,4667,آپارتمان,دارد,دارد,88,2,0,5900000000.0
باغ فیض,4667,آپارتمان,دارد,دارد,220,3,0,14500000000.0
باغ فیض,4667,آپارتمان,دارد,دارد,117,2,7,7800000000.0
باغ فیض,4667,آپارتمان,دارد,دارد,64,1,0,4290000000.0
باغ فیض,4667,آپارتمان,دارد,ندارد,73,2,18,5150000000.0
باغ فیض,4667,آپارتمان,دارد,دارد,50,1,0,4000000000.0
باغ فیض,4667,آپارتمان,دارد,دارد,64,1,6,4700000000.0
باغ فیض,4667,آپارتمان,دارد,دارد,80,2,15,5750000000.0
باغ فیض,4667,آپارتمان,دارد,دارد,77,2,17,5750000000.0
باغ فیض,4667,آپارتمان,دارد,دارد,95,2,0,6600000000.0
باغ فیض,4667,آپارتمان,دارد,دارد,76,2,17,5750000000.0
باغ فیض,4667,آپارتمان,دارد,دارد,67,1,0,3490000000.0
باغ فیض,4667,آپارتمان,دارد,دارد,85,2,11,6000000000.0
باغ فیض,4667,آپارتمان,دارد,دارد,85,2,11,5870000000.0
باغ فیض,4667,آپارتمان,دارد,دارد,54,1,13,3800000000.0
باغ فیض,4667,آپارتمان,دارد,دارد,85,2,5,6100000000.0
باغ فیض,4667,آپارتمان,دارد,دارد,65,1,4,4500000000.0
باغ فیض,4667,آپارتمان,دارد,دارد,46,1,6,4150000000.0
باغ فیض,4667,آپارتمان,دارد,دارد,111,3,7,6950000000.0
باغ فیض,4667,آپارتمان,دارد,دارد,72,2,2,5050000000.0
باغ فیض,4667,آپارتمان,دارد,دارد,65,1,0,4250000000.0
باغ فیض,4667,آپارتمان,دارد,دارد,105,2,10,7600000000.0
باغ فیض,4667,آپارتمان,ندارد,ندارد,45,1,22,2800000000.0
باغ فیض,4667,آپارتمان,دارد,ندارد,92,2,17,4500000000.0
باغ فیض,4667,آپارتمان,دارد,دارد,120,2,0,9600000000.0
باغ فیض,4667,آپارتمان,دارد,دارد,90,2,15,5950000000.0
باغ فیض,4667,آپارتمان,دارد,دارد,86,2,9,5680000000.0
باغ فیض,4667,آپارتمان,دارد,ندارد,92,2,18,5850000000.0
باغ فیض,4667,آپارتمان,دارد,دارد,82,2,9,6200000000.0
باغ فیض,4667,آپارتمان,دارد,دارد,83,2,10,5400000000.0
باغ فیض,4667,آپارتمان,دارد,دارد,66,1,0,3500000000.0
باغ فیض,4667,آپارتمان,دارد,ندارد,64,1,21,4450000000.0
باغ فیض,4667,آپارتمان,دارد,دارد,128,3,13,8500000000.0
باغ فیض,4667,آپارتمان,دارد,دارد,93,2,16,6100000000.0
باغ فیض,4667,آپارتمان,دارد,دارد,85,2,11,6000000000.0
باغ فیض,4667,آپارتمان,دارد,دارد,138,3,0,9000000000.0
باغ فیض,4667,آپارتمان,دارد,دارد,100,2,0,7900000000.0
